Gene stable ID,Gene name,Mouse gene stable ID,Mouse gene name,%id. target Mouse gene identical to query gene,%id. query gene identical to target Mouse gene,"Mouse orthology confidence [0 low, 1 high]"
ENSG00000101444,AHCY,ENSMUSG00000048087,Ahcyl,96.9907,96.9907,0
ENSG00000157193,LRP8,ENSMUSG00000028613,Lrp8,89.7196,86.747,1
ENSG00000279821,,,,,,
ENSG00000106028,SSBP1,ENSMUSG00000029911,Ssbp1,83.1081,80.9211,1
ENSG00000248996,PDLIM7-AS1,,,,,
ENSG00000173960,UBXN2A,ENSMUSG00000020634,Ubxn2a,84.556,84.8837,1
ENSG00000183258,DDX41,ENSMUSG00000021494,Ddx41,98.8746,97.1564,1
ENSG00000157823,AP3S2,ENSMUSG00000063801,Ap3s2,100,100,1
ENSG00000232381,OR52U1P,,,,,
ENSG00000181023,OR56B1,ENSMUSG00000060105,Or56b1b,78.0864,79.5597,0
ENSG00000181023,OR56B1,ENSMUSG00000073923,Or56b1,82.4074,83.6991,1
ENSG00000236965,OR52N3P,,,,,
ENSG00000205409,OR52E6,ENSMUSG00000094531,Or52e8,81.4697,80.4416,1
ENSG00000205409,OR52E6,ENSMUSG00000096773,Or52e8b,81.7891,80.7571,1
ENSG00000233563,OR52E7P,,,,,
ENSG00000213934,HBG1,,,,,
ENSG00000232282,MTND1P32,,,,,
ENSG00000229954,MTND2P2,,,,,
ENSG00000237300,MTCO1P19,,,,,
ENSG00000164105,SAP30,ENSMUSG00000031609,Sap30,95,95,1
ENSG00000261245,,,,,,
ENSG00000182170,MRGPRG,ENSMUSG00000050276,Mrgprg,57.4394,57.4394,1
ENSG00000237628,MTCO2P19,,,,,
ENSG00000236301,MRGPRG-AS1,,,,,
ENSG00000253657,,,,,,
ENSG00000156886,ITGAD,ENSMUSG00000070369,Itgad,71.8346,69.3844,1
ENSG00000275078,,,,,,
ENSG00000184350,MRGPRE,ENSMUSG00000048965,Mrgpre,73.3974,73.871,1
ENSG00000169427,KCNK9,ENSMUSG00000036760,Kcnk9,72.4599,67.4129,1
ENSG00000272945,,,,,,
ENSG00000164106,SCRG1,ENSMUSG00000031610,Scrg1,81.6327,81.6327,1
ENSG00000228316,MTATP6P19,,,,,
ENSG00000231134,TCF7L1-IT1,,,,,
ENSG00000234087,,,,,,
ENSG00000231626,,,,,,
ENSG00000201498,Y_RNA,,,,,
ENSG00000224513,,,,,,
ENSG00000234933,CDC42P1,,,,,
ENSG00000224471,MTCO3P19,,,,,
ENSG00000287036,LINC02946,,,,,
ENSG00000236388,ITCH-AS1,,,,,
ENSG00000236987,NDUFA5P8,,,,,
ENSG00000272663,PPP1R21-DT,,,,,
ENSG00000231795,ITCH-IT1,,,,,
ENSG00000271627,NKAIN1P2,,,,,
ENSG00000207997,MIR644A,,,,,
ENSG00000226056,MTND4P32,,,,,
ENSG00000181741,FDX1P1,,,,,
ENSG00000230690,,,,,,
ENSG00000276951,,,,,,
ENSG00000234886,MTND5P26,,,,,
ENSG00000277558,,,,,,
ENSG00000232390,NDUFA5P1,,,,,
ENSG00000227649,MTND6P32,,,,,
ENSG00000206582,Y_RNA,,,,,
ENSG00000229794,MTCYBP32,,,,,
ENSG00000101460,MAP1LC3A,ENSMUSG00000027602,Map1lc3a,100,100,1
ENSG00000273813,,,,,,
ENSG00000254592,,,,,,
ENSG00000224869,,,,,,
ENSG00000202304,RNU6-1130P,,,,,
ENSG00000227270,,,,,,
ENSG00000225046,,,,,,
ENSG00000271097,DBF4P3,,,,,
ENSG00000237880,LINC01885,,,,,
ENSG00000288025,,,,,,
ENSG00000102078,SLC25A14,ENSMUSG00000031105,Slc25a14,97.2308,97.2308,1
ENSG00000242882,RPL5P11,,,,,
ENSG00000286226,,,,,,
ENSG00000271894,,,,,,
ENSG00000252898,RNU6-1096P,,,,,
ENSG00000261646,,,,,,
ENSG00000164107,HAND2,ENSMUSG00000038193,Hand2,100,100,1
ENSG00000274064,,,,,,
ENSG00000259891,,,,,,
ENSG00000005801,ZNF195,ENSMUSG00000051037,Zfp455,31.7965,43.3839,0
ENSG00000005801,ZNF195,ENSMUSG00000058331,Zfp85,34.0223,45.2431,0
ENSG00000005801,ZNF195,ENSMUSG00000060314,Zfp941,33.2273,31.0089,0
ENSG00000005801,ZNF195,ENSMUSG00000090659,Zfp493,27.027,44.2708,0
ENSG00000005801,ZNF195,ENSMUSG00000059839,Zfp874b,30.8426,43.4004,0
ENSG00000005801,ZNF195,ENSMUSG00000069206,Zfp874a,16.0572,22.5951,0
ENSG00000005801,ZNF195,ENSMUSG00000071291,Zfp58,34.4992,44.3763,0
ENSG00000005801,ZNF195,ENSMUSG00000097333,Zfp87,36.248,42.2222,0
ENSG00000005801,ZNF195,ENSMUSG00000069184,Zfp72,22.5755,32.6437,0
ENSG00000005801,ZNF195,ENSMUSG00000030446,Zfp273,36.089,45.3094,0
ENSG00000005801,ZNF195,ENSMUSG00000058900,Rsl1,32.7504,42.4742,0
ENSG00000005801,ZNF195,ENSMUSG00000074824,Rslcan18,26.2321,35.8696,0
ENSG00000005801,ZNF195,ENSMUSG00000078995,Zfp456,30.3657,41.7031,0
ENSG00000005801,ZNF195,ENSMUSG00000078994,Zfp429,32.5914,42.268,0
ENSG00000104472,CHRAC1,ENSMUSG00000068391,Chrac1,77.8626,79.0698,1
ENSG00000234801,MORF4,,,,,
ENSG00000171094,ALK,ENSMUSG00000055471,Alk,87.1605,87.1067,1
ENSG00000213370,RANP6,,,,,
ENSG00000249488,NACAP5,,,,,
ENSG00000283219,,,,,,
ENSG00000249502,MED28-DT,,,,,
ENSG00000118579,MED28,ENSMUSG00000015804,Med28,94.382,94.382,1
ENSG00000101464,PIGU,ENSMUSG00000038383,Pigu,97.2414,97.2414,1
ENSG00000119440,LCN1P1,,,,,
ENSG00000244229,RPL26P35,,,,,
ENSG00000259121,,,,,,
ENSG00000275355,Metazoa_SRP,,,,,
ENSG00000265261,,,,,,
ENSG00000258651,SEC23A-AS1,,,,,
ENSG00000258591,PPIAP4,,,,,
ENSG00000260757,,,,,,
ENSG00000156885,COX6A2,ENSMUSG00000030785,Cox6a2,78.3505,78.3505,1
ENSG00000175164,ABO,ENSMUSG00000015787,Abo,65.9517,73.6527,1
ENSG00000266844,,,,,,
ENSG00000182400,TRAPPC6B,ENSMUSG00000020993,Trappc6b,97.4684,97.4684,1
ENSG00000279811,,,,,,
ENSG00000244429,SSBL6P,,,,,
ENSG00000277543,,,,,,
ENSG00000047662,FAM184B,ENSMUSG00000015879,Fam184b,67.2642,75.69,1
ENSG00000287680,,,,,,
ENSG00000176723,ZNF843,,,,,
ENSG00000175319,NF1P5,,,,,
ENSG00000290461,,,,,,
ENSG00000158092,NCK1,ENSMUSG00000032475,Nck1,98.939,98.939,1
ENSG00000104408,EIF3E,ENSMUSG00000022336,Eif3e,100,100,1
ENSG00000261474,,,,,,
ENSG00000260267,,,,,,
ENSG00000140691,ARMC5,ENSMUSG00000042178,Armc5,86.2032,87.041,1
ENSG00000141504,SAT2,ENSMUSG00000069835,Sat2,80,80,1
ENSG00000250021,ARPIN-AP3S2,,,,,
ENSG00000231034,,,,,,
ENSG00000289720,,,,,,
ENSG00000186481,ANKRD20A5P,,,,,
ENSG00000125971,DYNLRB1,ENSMUSG00000047459,Dynlrb1,95.8333,88.4615,1
ENSG00000212329,RNU6-316P,,,,,
ENSG00000266145,RHOT1P1,,,,,
ENSG00000163257,DCAF16,,,,,
ENSG00000283294,,,,,,
ENSG00000285830,,,,,,
ENSG00000264966,MIR5094,,,,,
ENSG00000259677,,,,,,
ENSG00000241984,RPL7AP2,,,,,
ENSG00000078747,ITCH,ENSMUSG00000027598,Itch,95.9397,95.7176,1
ENSG00000264796,MIR5009,,,,,
ENSG00000274214,,,,,,
ENSG00000259083,PNN-AS1,,,,,
ENSG00000212420,RNU6-1111P,,,,,
ENSG00000290462,CYP4F35P,,,,,
ENSG00000225209,,,,,,
ENSG00000242498,ARPIN,ENSMUSG00000039043,Arpin,88.0531,88.0531,1
ENSG00000100941,PNN,ENSMUSG00000020994,Pnn,93.3054,92.1488,1
ENSG00000265787,CYP4F35P,,,,,
ENSG00000109805,NCAPG,ENSMUSG00000015880,Ncapg,82.069,82.9681,1
ENSG00000277743,,,,,,
ENSG00000265437,,,,,,
ENSG00000236238,,,,,,
ENSG00000273377,OR2Q1P,,,,,
ENSG00000187589,TERF1P2,,,,,
ENSG00000265296,FEM1AP2,,,,,
ENSG00000280132,,,,,,
ENSG00000286593,,,,,,
ENSG00000064393,HIPK2,ENSMUSG00000061436,Hipk2,96.7446,96.9064,1
ENSG00000173213,TUBB8B,,,,,
ENSG00000140682,TGFB1I1,ENSMUSG00000030782,Tgfb1i1,85.4664,81.5735,1
ENSG00000129244,ATP1B2,ENSMUSG00000041329,Atp1b2,97.2414,97.2414,1
ENSG00000114200,BCHE,ENSMUSG00000027792,Bche,79.5681,79.4361,1
ENSG00000290877,ROCK1P1,,,,,
ENSG00000252645,RNU7-111P,,,,,
ENSG00000259273,,,,,,
ENSG00000280377,,,,,,
ENSG00000119950,MXI1,ENSMUSG00000025025,Mxi1,95.2542,95.2542,1
ENSG00000263884,THOC1-DT,,,,,
ENSG00000132872,SYT4,ENSMUSG00000024261,Syt4,89.8824,89.8824,1
ENSG00000108947,EFNB3,ENSMUSG00000003934,Efnb3,95.5882,95.5882,1
ENSG00000201843,Y_RNA,,,,,
ENSG00000204031,LCN1P2,,,,,
ENSG00000258671,,,,,,
ENSG00000270503,YTHDF2P1,,,,,
ENSG00000148296,SURF6,ENSMUSG00000036160,Surf6,72.0222,73.2394,1
ENSG00000258940,MIA2-AS1,,,,,
ENSG00000258425,,,,,,
ENSG00000258976,,,,,,
ENSG00000240480,RPL29P2,,,,,
ENSG00000182718,ANXA2,ENSMUSG00000032231,Anxa2,97.6401,97.6401,1
ENSG00000197953,AADACL2,ENSMUSG00000091376,Aadacl2,79.0524,79.0524,1
ENSG00000119682,AREL1,ENSMUSG00000042350,Arel1,97.2053,97.2053,1
ENSG00000262628,OR1D5,,,,,
ENSG00000164296,TIGD6,,,,,
ENSG00000262085,OR1P1,ENSMUSG00000070374,Or1p1,79.1541,81.1145,1
ENSG00000262085,OR1P1,ENSMUSG00000083886,Or1p4-ps1,36.5559,37.4613,0
ENSG00000262085,OR1P1,ENSMUSG00000070375,Or1p1c,78.2477,80.1858,1
ENSG00000262085,OR1P1,ENSMUSG00000083188,Or1p1b,76.435,78.3282,1
ENSG00000180011,PTGR3,ENSMUSG00000049090,Zadh2,88.0637,88.0637,1
ENSG00000142163,OR1E3,,,,,
ENSG00000252283,Vault,,,,,
ENSG00000240873,RPS29P22,,,,,
ENSG00000266835,GAPLINC,,,,,
ENSG00000287721,,,,,,
ENSG00000267644,,,,,,
ENSG00000239408,,,,,,
ENSG00000267259,ERVE-1,,,,,
ENSG00000266830,,,,,,
ENSG00000263788,,,,,,
ENSG00000264486,,,,,,
ENSG00000244040,IL12A-AS1,,,,,
ENSG00000113716,HMGXB3,ENSMUSG00000024622,Hmgxb3,88.6997,89.1135,1
ENSG00000201451,Y_RNA,,,,,
ENSG00000109084,TMEM97,ENSMUSG00000037278,Tmem97,82.3864,82.3864,1
ENSG00000241223,RN7SL39P,,,,,
ENSG00000266373,,,,,,
ENSG00000148297,MED22,ENSMUSG00000015776,Med22,95,95,1
ENSG00000213238,,,,,,
ENSG00000177337,DLGAP1-AS1,,,,,
ENSG00000223721,UQCRFS1P2,,,,,
ENSG00000128519,TAS2R16,ENSMUSG00000043865,Tas2r118,52.921,51.505,1
ENSG00000235413,KRT18P63,,,,,
ENSG00000250043,,,,,,
ENSG00000214253,FIS1,ENSMUSG00000019054,Fis1,96.0526,96.0526,1
ENSG00000251216,,,,,,
ENSG00000262001,DLGAP1-AS2,,,,,
ENSG00000242456,MTCO3P38,,,,,
ENSG00000288585,,,,,,
ENSG00000151014,NOCT,ENSMUSG00000023087,Noct,90.2552,90.676,1
ENSG00000248696,,,,,,
ENSG00000241907,RPS20P4,,,,,
ENSG00000266401,,,,,,
ENSG00000269680,,,,,,
ENSG00000114790,ARHGEF26,ENSMUSG00000036885,Arhgef26,86.5672,86.7664,1
ENSG00000109079,TNFAIP1,ENSMUSG00000017615,Tnfaip1,97.1519,97.1519,1
ENSG00000182578,CSF1R,ENSMUSG00000024621,Csf1r,75.1029,74.7185,1
ENSG00000125731,SH2D3A,,,,,
ENSG00000266513,,,,,,
ENSG00000263724,DLGAP1-AS3,,,,,
ENSG00000252503,RNU6-531P,,,,,
ENSG00000240723,RN7SL382P,,,,,
ENSG00000179967,PPP1R14BP3,,,,,
ENSG00000276396,Metazoa_SRP,,,,,
ENSG00000265892,RN7SL311P,,,,,
ENSG00000207384,Y_RNA,,,,,
ENSG00000252362,RNU6-506P,,,,,
ENSG00000206722,RNU6-1074P,ENSMUSG00000119346,Gm23151,88.4615,85.9813,0
ENSG00000227513,ILRUNP1,,,,,
ENSG00000275518,MIR6718,,,,,
ENSG00000207278,RNU6-831P,,,,,
ENSG00000137463,MGARP,ENSMUSG00000037161,Mgarp,55.4167,44.7811,0
ENSG00000259056,DUXAP1,,,,,
ENSG00000263878,DLGAP1-AS4,,,,,
ENSG00000228968,,,,,,
ENSG00000225457,,,,,,
ENSG00000242280,SLC16A1P1,,,,,
ENSG00000214754,SRSF8CP,,,,,
ENSG00000163235,TGFA,ENSMUSG00000029999,Tgfa,91.875,92.4528,1
ENSG00000257093,DENND11,ENSMUSG00000037172,Dennd11,96.2637,96.2637,1
ENSG00000112584,FAM120B,ENSMUSG00000014763,Fam120b,69.8901,80.916,1
ENSG00000109390,NDUFC1,ENSMUSG00000037152,Ndufc1,75,75,1
ENSG00000250933,GAPDHP66,,,,,
ENSG00000261520,DLGAP1-AS5,,,,,
ENSG00000264246,,,,,,
ENSG00000265545,ELOCP27,,,,,
ENSG00000272688,,,,,,
ENSG00000266578,,,,,,
ENSG00000127362,TAS2R3,ENSMUSG00000052850,Tas2r137,63.924,60.6607,1
ENSG00000125735,TNFSF14,ENSMUSG00000005824,Tnfsf14,77.0833,77.4059,1
ENSG00000170579,DLGAP1,ENSMUSG00000003279,Dlgap1,96.0082,94.5564,1
ENSG00000241345,,,,,,
ENSG00000230064,RPL21P81,,,,,
ENSG00000148303,RPL7A,ENSMUSG00000062647,Rpl7a,99.6241,99.6241,1
ENSG00000272604,EFCAB10-AS1,,,,,
ENSG00000273138,,,,,,
ENSG00000243746,EEF1A1P10,,,,,
ENSG00000197558,SSPOP,,,,,
ENSG00000004142,POLDIP2,ENSMUSG00000001100,Poldip2,95.1087,95.1087,1
ENSG00000189398,OR7E12P,,,,,
ENSG00000166492,FAM86GP,,,,,
ENSG00000242036,CYCSP56,,,,,
ENSG00000242795,,,,,,
ENSG00000284605,ENPP7P15,,,,,
ENSG00000284361,MIR4745,,,,,
ENSG00000263414,MIR3187,,,,,
ENSG00000254757,,,,,,
ENSG00000244493,SLC9A9-AS2,,,,,
ENSG00000287312,,,,,,
ENSG00000255522,SNRPCP5,,,,,
ENSG00000240804,NPM1P28,,,,,
ENSG00000237226,RPS3AP39,,,,,
ENSG00000240695,DNAJC8P2,,,,,
ENSG00000244468,TM4SF18-AS1,,,,,
ENSG00000223688,RPS24P14,,,,,
ENSG00000244571,RPS6P4,,,,,
ENSG00000147262,GPR119,ENSMUSG00000051209,Gpr119,82.0896,82.0896,1
ENSG00000271286,CYTH1P1,,,,,
ENSG00000255240,,,,,,
ENSG00000224204,PHEX-AS1,,,,,
ENSG00000233067,PTCHD1-AS,,,,,
ENSG00000230790,,,,,,
ENSG00000169908,TM4SF1,ENSMUSG00000027800,Tm4sf1,78.2178,78.2178,1
ENSG00000175809,CBLL2,,,,,
ENSG00000224396,METTL15P3,,,,,
ENSG00000201095,RNU6-266P,,,,,
ENSG00000231011,,,,,,
ENSG00000237019,,,,,,
ENSG00000125755,SYMPK,ENSMUSG00000023118,Sympk,94.5055,93.4783,1
ENSG00000254877,,,,,,
ENSG00000102174,PHEX,ENSMUSG00000057457,Phex,95.9947,95.9947,1
ENSG00000255189,GLYATL1P1,,,,,
ENSG00000254786,,,,,,
ENSG00000254399,GLYATL1P4,,,,,
ENSG00000255151,GLYATL1B,,,,,
ENSG00000115875,SRSF7,ENSMUSG00000024097,Srsf7,98.3193,98.3193,1
ENSG00000244045,TMEM199,ENSMUSG00000051232,Tmem199,89.4231,89.4231,1
ENSG00000200520,RNU6-1214P,,,,,
ENSG00000189057,FAM111B,,,,,
ENSG00000248863,,,,,,
ENSG00000239005,,ENSMUSG00000089255,Snora78,81.8898,81.25,1
ENSG00000272783,,,,,,
ENSG00000207009,Y_RNA,ENSMUSG00000065721,Gm26168,80.9091,79.4643,0
ENSG00000224831,TMEM183BP,,,,,
ENSG00000244545,,,,,,
ENSG00000286714,,,,,,
ENSG00000101003,GINS1,ENSMUSG00000027454,Gins1,93.3673,93.3673,1
ENSG00000241220,,,,,,
ENSG00000096060,FKBP5,ENSMUSG00000024222,Fkbp5,86.8709,87.0614,1
ENSG00000163950,SLBP,ENSMUSG00000004642,Slbp,88.8889,87.2727,1
ENSG00000248374,UBTD2P1,,,,,
ENSG00000286994,,,,,,
ENSG00000231244,PSMC1P3,,,,,
ENSG00000100092,SH3BP1,ENSMUSG00000022436,Sh3bp1,82.4536,85,1
ENSG00000214485,RPL7P1,,,,,
ENSG00000242440,LINC02046,,,,,
ENSG00000199409,Y_RNA,,,,,
ENSG00000106025,TSPAN12,ENSMUSG00000029669,Tspan12,98.0328,98.0328,1
ENSG00000245571,FAM111A-DT,,,,,
ENSG00000113721,PDGFRB,ENSMUSG00000024620,Pdgfrb,84.9005,85.1315,1
ENSG00000206611,SNORD24,ENSMUSG00000065258,Gm23969,85.3333,86.4865,1
ENSG00000200831,SNORD36B,ENSMUSG00000064829,Gm22879,82.4324,82.4324,1
ENSG00000199744,SNORD36A,ENSMUSG00000065295,Gm24134,80.8219,83.0986,1
ENSG00000252542,SNORD36C,,,,,
ENSG00000148290,SURF1,ENSMUSG00000015790,Surf1,78.6667,77.1242,1
ENSG00000258439,,,,,,
ENSG00000222604,,,,,,
ENSG00000255381,,,,,,
ENSG00000119616,FCF1,ENSMUSG00000021243,Fcf1,97.9798,97.9798,1
ENSG00000110042,DTX4,ENSMUSG00000039982,Dtx4,93.6995,94.1558,1
ENSG00000206120,EGFEM1P,,,,,
ENSG00000258924,,,,,,
ENSG00000284532,MIR4723,,,,,
ENSG00000265618,,,,,,
ENSG00000273171,,,,,,
ENSG00000146151,HMGCLL1,ENSMUSG00000007908,Hmgcll1,92.6471,91.8367,1
ENSG00000109072,VTN,ENSMUSG00000017344,Vtn,74.0586,74.0586,1
ENSG00000125798,FOXA2,ENSMUSG00000037025,Foxa2,97.4082,96.9893,1
ENSG00000249417,,,,,,
ENSG00000148291,SURF2,ENSMUSG00000014873,Surf2,68.75,68.4825,1
ENSG00000249290,,,,,,
ENSG00000197629,MPEG1,ENSMUSG00000046805,Mpeg1,75.6983,75.2778,1
ENSG00000197629,MPEG1,ENSMUSG00000040065,Pfpl,61.4525,62.6781,0
ENSG00000237396,LNCNEF,,,,,
ENSG00000140675,SLC5A2,ENSMUSG00000030781,Slc5a2,90.625,90.8955,1
ENSG00000263999,RN7SL42P,,,,,
ENSG00000230400,LINC01747,,,,,
ENSG00000225802,WARS1P1,,,,,
ENSG00000254799,SLC25A47P1,,,,,
ENSG00000214797,,,,,,
ENSG00000240704,KLF7P1,,,,,
ENSG00000254704,,,,,,
ENSG00000263944,RN7SL435P,,,,,
ENSG00000221962,TMEM14EP,,,,,
ENSG00000285524,,,,,,
ENSG00000283072,,,,,,
ENSG00000235678,OR5AN2P,,,,,
ENSG00000237702,TRBV3-1,ENSMUSG00000107486,Trbv4,75.4386,75.4386,1
ENSG00000255386,OR5BR1P,,,,,
ENSG00000239227,,,,,,
ENSG00000241929,WDR70P1,,,,,
ENSG00000211714,TRBV7-3,,,,,
ENSG00000215553,KRT18P3,,,,,
ENSG00000236474,GCNT1P1,,,,,
ENSG00000252422,RNA5SP476,,,,,
ENSG00000287916,,,,,,
ENSG00000181444,ZNF467,ENSMUSG00000068551,Zfp467,84.3698,84.5118,1
ENSG00000241912,,,,,,
ENSG00000241168,,,,,,
ENSG00000277450,,,,,,
ENSG00000132664,POLR3F,ENSMUSG00000027427,Polr3f,98.7342,98.7342,1
ENSG00000279532,,,,,,
ENSG00000234717,TMEM212-AS1,,,,,
ENSG00000119596,YLPM1,ENSMUSG00000021244,Ylpm1,87.931,88.2188,1
ENSG00000110002,VWA5A,ENSMUSG00000023186,Vwa5a,67.9389,67.3392,0
ENSG00000110002,VWA5A,ENSMUSG00000038112,AW551984,64.8855,63.4328,1
ENSG00000181804,SLC9A9,ENSMUSG00000031129,Slc9a9,92.093,92.236,1
ENSG00000148248,SURF4,ENSMUSG00000014867,Surf4,99.2565,99.2565,1
ENSG00000168924,LETM1,ENSMUSG00000005299,Letm1,83.7618,83.8753,1
ENSG00000226965,,,,,,
ENSG00000197462,,,,,,
ENSG00000236395,,,,,,
ENSG00000270157,,,,,,
ENSG00000197879,MYO1C,ENSMUSG00000017774,Myo1c,96.5193,96.5193,1
ENSG00000237013,LINC01812,,,,,
ENSG00000249180,,,,,,
ENSG00000213301,HMGB3P11,,,,,
ENSG00000164307,ERAP1,ENSMUSG00000021583,Erap1,84.272,85.2688,1
ENSG00000235847,LDHAP7,,,,,
ENSG00000248188,PFDN1P2,,,,,
ENSG00000270794,,,,,,
ENSG00000099399,MAGEB2,ENSMUSG00000035427,Mageb4,54.5455,31.295,0
ENSG00000238207,,,,,,
ENSG00000004468,CD38,ENSMUSG00000029084,Cd38,57.6667,56.9079,1
ENSG00000275094,,,,,,
ENSG00000120289,MAGEB4,,,,,
ENSG00000276940,PLCE1P1,,,,,
ENSG00000229967,MAGEA4-AS1,,,,,
ENSG00000163121,NEURL3,ENSMUSG00000047180,Neurl3,66.4122,68.5039,1
ENSG00000106278,PTPRZ1,ENSMUSG00000068748,Ptprz1,81.8143,81.9204,1
ENSG00000285304,,,,,,
ENSG00000265137,MIR3192,,,,,
ENSG00000225419,RPL21P3,,,,,
ENSG00000089050,RBBP9,ENSMUSG00000027428,Rbbp9,91.3979,91.3979,1
ENSG00000260740,,,,,,
ENSG00000102287,GABRE,ENSMUSG00000031340,Gabre,69.5652,38.4279,0
ENSG00000169877,AHSP,,,,,
ENSG00000233360,PDXP-DT,,,,,
ENSG00000224962,PSAT1P4,,,,,
ENSG00000181788,SIAH2,ENSMUSG00000036432,Siah2,98.1481,97.8462,1
ENSG00000241333,RN7SL385P,,,,,
ENSG00000100097,LGALS1,ENSMUSG00000068220,Lgals1,88.1481,88.1481,1
ENSG00000173557,FAM166C,ENSMUSG00000029182,Fam166c,68.1592,68.5,1
ENSG00000241874,TOMM22P6,,,,,
ENSG00000214612,RPS19P1,,,,,
ENSG00000261475,LINC02190,,,,,
ENSG00000101310,SEC23B,ENSMUSG00000027429,Sec23b,97.1317,97.1317,1
ENSG00000261648,,,,,,
ENSG00000165338,HECTD2,ENSMUSG00000041180,Hectd2,89.3041,89.4194,1
ENSG00000204929,LINC02934,,,,,
ENSG00000213547,VN1R64P,,,,,
ENSG00000260883,VN1R65P,,,,,
ENSG00000278885,,,,,,
ENSG00000261614,YBX3P1,,,,,
ENSG00000260010,KRBOX5P1,,,,,
ENSG00000237185,VN1R66P,,,,,
ENSG00000103502,CDIPT,ENSMUSG00000030682,Cdipt,66.6667,62.8319,1
ENSG00000204670,IGKV1OR2-3,,,,,
ENSG00000226341,MTCYBP39,,,,,
ENSG00000273899,NOL12,ENSMUSG00000033099,Nol12,90.6103,88.9401,1
ENSG00000282033,,,,,,
ENSG00000135638,EMX1,ENSMUSG00000033726,Emx1,85.5172,96.4981,1
ENSG00000114670,NEK11,ENSMUSG00000035032,Nek11,72.4031,74.3631,1
ENSG00000111863,ADTRP,ENSMUSG00000058022,Adtrp,65.6522,57.6336,1
ENSG00000257407,,,,,,
ENSG00000278112,,,,,,
ENSG00000131981,LGALS3,ENSMUSG00000050335,Lgals3,83.6,79.1667,1
ENSG00000136014,USP44,ENSMUSG00000020020,Usp44,80.0562,80.1688,1
ENSG00000284363,MIR224,,,,,
ENSG00000283751,MIR452,,,,,
ENSG00000251644,HPRT1P1,,,,,
ENSG00000102119,EMD,ENSMUSG00000001964,Emd,75.9843,74.5174,1
ENSG00000224173,LINC02831,,,,,
ENSG00000137440,FGFBP1,ENSMUSG00000048373,Fgfbp1,62.8205,58.5657,1
ENSG00000137441,FGFBP2,,,,,
ENSG00000100101,,,,,,
ENSG00000198870,STKLD1,ENSMUSG00000049897,Stkld1,57.5,59.0634,1
ENSG00000230696,,,,,,
ENSG00000262543,SMIM28,,,,,
ENSG00000285673,,,,,,
ENSG00000088992,TESC,ENSMUSG00000029359,Tesc,96.729,96.729,1
ENSG00000214113,LYRM4,ENSMUSG00000046573,Lyrm4,89.011,89.011,1
ENSG00000184381,PLA2G6,ENSMUSG00000042632,Pla2g6,89.8263,89.715,1
ENSG00000148300,REXO4,ENSMUSG00000052406,Rexo4,67.5355,65.9722,1
ENSG00000162869,PPP1R21,ENSMUSG00000034709,Ppp1r21,92.0513,92.0513,1
ENSG00000156110,ADK,ENSMUSG00000039197,Adk,90.884,91.1357,1
ENSG00000288638,LNCDAT,,,,,
ENSG00000126787,DLGAP5,ENSMUSG00000037544,Dlgap5,56.7376,59.4059,1
ENSG00000239472,RN7SL221P,,,,,
ENSG00000257920,LINC02409,,,,,
ENSG00000215057,PKMP5,,,,,
ENSG00000007062,PROM1,ENSMUSG00000029086,Prom1,60.9249,60.7843,1
ENSG00000124785,NRN1,ENSMUSG00000039114,Nrn1,85.2113,76.5823,1
ENSG00000248734,,,,,,
ENSG00000272109,,,,,,
ENSG00000269148,,,,,,
ENSG00000122965,RBM19,ENSMUSG00000029594,Rbm19,81.4583,82.1429,1
ENSG00000199540,Y_RNA,,,,,
ENSG00000170608,FOXA3,ENSMUSG00000040891,Foxa3,88,87.2521,1
ENSG00000147234,FRMPD3,ENSMUSG00000042425,Frmpd3,91.5025,91.6573,1
ENSG00000185028,LRRC14B,ENSMUSG00000021579,Lrrc14b,79.572,80.1961,1
ENSG00000261434,,,,,,
ENSG00000164366,CCDC127,ENSMUSG00000021578,Ccdc127,82.6923,82.6923,1
ENSG00000263572,MIR7853,,,,,
ENSG00000283616,MIR5683,,,,,
ENSG00000241216,SNAPC5P1,,,,,
ENSG00000170604,IRF2BP1,ENSMUSG00000044030,Irf2bp1,96.4041,96.4041,1
ENSG00000124491,F13A1,ENSMUSG00000039109,F13a1,86.8852,86.8852,1
ENSG00000176182,MYPOP,ENSMUSG00000048481,Mypop,84.2105,85.4962,1
ENSG00000230146,SEPHS1P4,,,,,
ENSG00000260774,,,,,,
ENSG00000274655,,,,,,
ENSG00000277577,,,,,,
ENSG00000188425,NANOS2,ENSMUSG00000051965,Nanos2,74.6377,75.7353,1
ENSG00000278039,,,,,,
ENSG00000286001,,,,,,
ENSG00000182707,FXYD6P3,,,,,
ENSG00000274430,,,,,,
ENSG00000276784,,,,,,
ENSG00000271199,,,,,,
ENSG00000250848,PPP4R2P1,,,,,
ENSG00000233984,RPSAP14,,,,,
ENSG00000203397,SHISA5P2,,,,,
ENSG00000214278,,,,,,
ENSG00000196403,OR10D1P,,,,,
ENSG00000234969,AARSD1P1,,,,,
ENSG00000250645,,,,,,
ENSG00000239426,OR8F1P,,,,,
ENSG00000223650,UHRF2P1,,,,,
ENSG00000104983,CCDC61,ENSMUSG00000074358,Ccdc61,85.3516,85.5186,1
ENSG00000232928,DDX3P1,,,,,
ENSG00000276316,OR8G7P,,,,,
ENSG00000255116,SLC5A4P1,,,,,
